11,2012,"Economics, Michelle Vogelzang ’13, Individual-",Peace and Justice Studies,"Advisor: Mingwei Song, East Asian","['Languages and Literatures Scar Literature: Transcending the Past Ariel Chao \xe2\x80\x9914, Chinese Language and Literature']"
12,2012,Scar Literature: Transcending the Past,"Ariel Chao ’14, Chinese Language and Literature","Advisor: Mingwei Song, East Asian","['Languages and Literatures The Cultural Revolution (1966\xe2\x80\x931976) launched by Mao Zedong pushed China into a decade of national calamity. Families were torn apart, intellectuals were persecuted, children turned on their parents, and many were publicly humiliated at struggle sessions. In the literary movement that followed the years after the Cultural Revolution, known as \xe2\x80\x9cScar Literature,\xe2\x80\x9d writers such as Ba Jin and Yu Hua wrote about the hardships and atrocities that the Chinese people endured. They sought to restore the basic principles of humanity and morality back into Chinese culture and society, and questioned how one man was able to influence thousands to inflict pain, violence, and death on others (including their beloved ones). Throughout this presentation, I will explore literature\xe2\x80\x99s role before and after the Cultural Revolution and how the \xe2\x80\x9cScar Literature\xe2\x80\x9d helped China to a slow spiritual recovery. Love and Intimacy in Modern Chinese Literature Helen Yinan Ge \xe2\x80\x9912, International Relations- Political Science,']"
13,2012,"Helen Yinan Ge ’12, International Relations-","Political Science,","Advisor: Mingwei Song, East Asian","['Languages and Literatures Love and intimacy is an exceptional topic that invites varied responses and representations in Chinese literature. The traditional style of romance was in decline when the storming New Culture Movement that spread the ideas of westernized romanticism reformed Chinese literature and individualism as the means of resisting the feudalistic patriarchy that supported the structure of arranged marriage. But over the entire course of the twentieth century, the representation of love and intimacy went through a metamorphosis that showed the mingling of literature and politics, or the merging of the public life and private life. Love and intimacy could be revolutionized, repressed, or sanctioned. Through this paper, I would like to explore the topic through the discussion of four phases in the development of modern Chinese literature: 1) before the revolution, 2) the new culture movement, 3) the era of the Communist revolution, and 4) the post-Mao epoch. I have selected four authors to represent each of the literary eras I have addressed above: Wu Jianren, Ding Ling, Eileen Chang, and Chu Tienwen. Ultimately, I hope to deepen our understanding of how the idea of romantic love in literature has been affected by political and cultural changes in China. The Evolving Status of Feminism in Chinese Literature Natalie Griffin \xe2\x80\x9914, Economics']"
14,2012,Chinese Literature,"Natalie Griffin ’14, Economics","Advisor: Mingwei Song, East Asian","['Languages and Literatures This paper looks into the dynamic relationship between womanhood and Chinese literary modernity. The way Chinese literature represents women has changed significantly during the twentieth century. Wu Jianren\xe2\x80\x99s The Sea of Regret was one of the first Chinese novels to feature a female protagonist. Later, other leading male writers like Lu Xun and Shen Congwen promoted women\xe2\x80\x99s liberation in their writings. However, although women had been trying to achieve equality by writing since before the twentieth century, it was only in the middle of the century that female writers like Ding Ling and Eileen Chang became as respected as male writers. Eventually, Chinese feminism transitioned into appreciating each woman\xe2\x80\x99s individuality, femininity, and sexuality, as shown in the works of contemporary women writers such as Xi Xi and Zhu Tienwen. Through analyzing these works, I will explore the intricate interactions between the transforming literary modernity and the evolving status of feminism in modern China. The Construction of Farcical Realism Michelle Vogelzang \xe2\x80\x9913, Biology and Peace and Justice Studies']"
15,2012,"Michelle Vogelzang ’13, Biology and Peace",and Justice Studies,"Advisor: Professor Mingwei Song, East Asian","['Languages and Literatures Lu Xun, who is usually considered the father of modern Chinese literature, captured the Chinese reality through a combination of allegorical discourse and truth-claiming representation. Although Lu Xun\xe2\x80\x99s literary style became dominant in the making of China\xe2\x80\x99s literary modernity, it was adapted by his successors who sought to expand the structure of Chinese realist fiction. For example, in the 1930\xe2\x80\x99s, Lao She, as a follower of Lu Xun, nevertheless broke away from the realism model laid out by Lu Xun to form a new farcical realist literary style. In my presentation, Lao She\xe2\x80\x99s farcical realism and use of melodrama will be thoroughly examined through analyzing his novels The Two Mas, Cat Country, and Camel Xiangzi. Furthermore, brief comparisons will be made between the techniques and themes of Lao She\xe2\x80\x99s farcical realist writings and Lu Xun\xe2\x80\x99s allegorical realism as found in his major works \xe2\x80\x9cDiary of a Madman\xe2\x80\x9d, \xe2\x80\x9c The Real Story of Ah-Q\xe2\x80\x9d, and \xe2\x80\x9cA New Year\xe2\x80\x99s Sacrifice\xe2\x80\x9d. This 9:30\xe2\x80\x9310:40am analysis aims to demonstrate how Lao She broke away from the orthodox realism that developed around Lu Xun\xe2\x80\x99s writings. Queering Sounds and Movements: Exploring Queer- Identified Musicians and Queer Social Movements (short performance) Pendleton Hall West 116 S.J. Gray \xe2\x80\x9912, Peace and Justice Studies']"
16,2012,West 116,"S.J. Gray ’12, Peace and Justice Studies","Advisor: Lawrence Rosenwald, English","['How is today\xe2\x80\x99s queer community using music as a tool of social activism? How have queer musicians affected the history of the U.S? My thesis focuses specifically on the relationship between queer music(ians) and the U.S. queer liberation movement, contextualizing the contemporary queer music scene within a history of queer social activism. To investigate this relationship, I conducted interviews with queer-identified musicians, probing conceptions of queer identity, social movements, and the role of music within activism. What does queerness mean to you? How do you engage with music? This interactive performance will incorporate dialogue, music, and audience participation. Science and Technology. The World of Yoshinao Nakada: Introducing ""The Schubert of Japan"" (long performance) Pendleton Hall West 220 Music Salon Eriko Houlette, Senior Davis Scholar, Psychology , Tiffany Chan \xe2\x80\x9915, Spanish, and Michiko Inouye \xe2\x80\x9914, Music']"
17,2012,"Psychology , Tiffany Chan ’15, Spanish,","and Michiko Inouye ’14, Music","Advisor: Andrea Matthews, Music","['Yoshinao Nakada (1923 \xe2\x80\x93 2000), considered by many to be ""The Schubert of Japan"", is a prolific Japanese composer who wrote nearly 3,000 vocal, choral and piano pieces in diverse genres. Nakada\'s songs are loved and continue to be sung by many Japanese, both young and old. Nakada, who was a pianist with small hands, also made unique and significant contributions to piano pedagogy. One such major contribution was his work advocating for a small-sized piano for children to prevent them stiffening their wrists and arms and using unnecessary force in their fingers. Through this performance, accompanied by a short talk, we will introduce the wonderful world of Nakada through several art songs as well as through piano pieces from his books Piano Pieces for Little Hands and Children\xe2\x80\x99s Dreams. We Have Had Singing: A Historical Journey of the Specialty Repertoire the Female Vocal Ensemble Featuring the Wellesley College Chamber Singers and Choral Scholars (long performance) Jewett Auditorium Christine Chen \xe2\x80\x9914, Music, Emma Rackstraw \xe2\x80\x9914, International Relations-Economics, Katherine Siegel \xe2\x80\x9914, Music, Kendrick Smaellie \xe2\x80\x9914, Psychology, and Emily Weddle \xe2\x80\x9914, Music']"
18,2012,"Katherine Siegel ’14, Music, Kendrick Smaellie","’14, Psychology, and Emily Weddle ’14, Music","Advisor: Lisa Graham, Music","[""From the mystic chant of medieval convents through the seventeenth century girls' choruses of Venetian orphanages, so begins the long chronicle of beautiful, captivating, and intriguing music specifically crafted for the female vocal ensemble. While many of the most recognizable choral masterworks have been written for mixed chorus, there exists a creative wellspring of repertoire for women's chorus, so much of which is little known or underperformed. With the Choral Scholars as our guides and the Chamber Singers our ensemble, we will highlight some of the great works for women's chorus, illuminate the stylistic variety of the compositions, and discuss the joys and challenges of writing and performing music for female vocal ensembles. Featuring music by Hildegard von Bingen, Niccola Porpora, Francesca Caccini, Robert Schumann, Giuseppe Verdi, and a premiere by composer Steven Sametz. Members of the Chamber Singers: Leigh Barton \xe2\x80\x9914, Kalyani Bhatt \xe2\x80\x9914, Su Lin Blodgett \xe2\x80\x9915, Maura Dickey \xe2\x80\x9915, Lia Gallitano \xe2\x80\x9915, Elizabeth Grab \xe2\x80\x9914, Sarah Larson \xe2\x80\x9912, Lucie Lozinski \xe2\x80\x9914, Joanna Poget \xe2\x80\x9914, Christine Chen \xe2\x80\x9914, Amy Hu \xe2\x80\x9914, Kellen Kartub \xe2\x80\x9914, Amy Kim \xe2\x80\x9912, Marranda Major \xe2\x80\x9913, Liza White \xe2\x80\x9915, Ruxin Xu \xe2\x80\x9915 Science & Technology Growing Up as an Insect (short talks) Founders Hall 120 From Metamorphosis to Puberty: The Role of Ventral Veins Lacking (VVL) in Juvenile Hormone Regulation CeCe Cheng \xe2\x80\x9912, Biological Sciences""]"
19,2012,Juvenile Hormone Regulation,"CeCe Cheng ’12, Biological Sciences","Advisor: Yuichiro Suzuki, Biological Sciences","['Metamorphosis is a drastic change in form between juvenile and adult life stages that occurs in many organisms. Although this change in form is often thought of as a process that occurs primarily in insects, humans also undergo a less drastic transition during puberty. The hormonal basis of metamorphosis and puberty are very similar in that both are initiated and regulated by neurohormones of the brain. In vertebrates, POU domain transcription factors (TF) have been linked to neuroendocrine changes associated with puberty. In order to better understand the processes of metamorphosis and puberty, we are investigating the function of a homolog of the POU domain TF, ventral veins lacking (vvl), found in the holometabolous insect, Tribolium castaneum. The link between vvl and key insect hormones, including the steroid hormone ecdysone and juvenile hormone, will be discussed. (Research supported by NSF.) To Molt or Not to Molt: The Tale of A Hungry Caterpillar Karen Kemirembe \xe2\x80\x9912, Biological Sciences and Spanish, and Kate Liebmann \xe2\x80\x9912, Biological Sciences and Spanish']"
20,2012,"Spanish, and Kate Liebmann ’12, Biological",Sciences and Spanish,"Advisor: Yuichiro Suzuki, Biological Sciences","['In order to grow, insects must replace their old skin with a bigger one in a process called molting. Although it is known that the increased secretion of the steroid hormone ecdysone triggers molting, the factors responsible for this hormonal change remain poorly understood. To determine what nutritional cues initiate molting, fourth instar Manduca sexta larvae were fed modified diets. Amino acids were found to be necessary for molting. Additionally, when larvae were fed rapamycin, an inhibitor of an amino acid sensitive pathway, the timing of the molt was affected. Studies on the molecular changes associated with the disruption of this pathway are underway. (Research supported by the National Science Foundation and the Brachman Hoffman Fund.) These Genes do an Insect Good: Investigating the Mechanisms of Regeneration in the Flour Beetle, Tribolium castaneum Kyung Hwa Lee \xe2\x80\x9912, Biological Sciences']"
21,2012,Tribolium castaneum,"Kyung Hwa Lee ’12, Biological Sciences","Advisor: Yuichiro Suzuki, Biological Sciences","[""Why can't humans grow back arms, like insects? What genes are involved in regeneration in beetle appendages, and are their functions conserved through the animal kingdom? Understanding regeneration, a widespread phenomenon among the Metazoa, has profound implications in fields, such as regenerative medicine and evolutionary biology. To investigate the mechanisms underlying leg and antennae regeneration, I have been using RNA intereference to determine the roles of a few candidate transcription factors during larval appendage regeneration in the flour beetle, Tribolium castaneum. In addition, I have been investigating what gene transcripts are uniquely regulated during regeneration, using a genome-wide assay, RNA-seq. Thus, from this research, I hope to contribute to our current understanding of what genes are involved in insect appendage regeneration. The Role of Temperature and Hox Genes on the Regulation of Abdominal Pigmentation in Oncopeltus fasciatus Aabha Sharma \xe2\x80\x9912, Biological Chemistry""]"
22,2012,Pigmentation in Oncopeltus fasciatus,"Aabha Sharma ’12, Biological Chemistry","Advisor: Yuichiro Suzuki, Biological Sciences","['Phenotypic plasticity, the ability of a genotype to produce contrasting phenotypes in different environments, is prevalent, but its regulation remains poorly understood. Temperature and gene expression were manipulated to understand how phenotypic plasticity was regulated in the abdominal melanic pigmentation of milkweed bug, Oncopeltus fasciatus. A higher temperature induced lighter abdominal melanic pigmentation and a lower temperature induced darker pigmentation in abdomens of milkweed bugs. The knock-down of Abdominal-B caused extra melanic pigmentation in a segment that normally lacked pigmentation and the knock-down of abdominal-A resulted in almost pigment-less abdomen. The knock-down of Tyrosine Hydroxylase resulted in complete loss of pigmentation from the body. We hypothesize that Abd-B is a repressor and abd-A a promoter of melanic pigmentation. Moreover, TH must be required for the development of melanic pigmentation in general. Currently, we are analyzing the genetic interactions between these genes and the environment, and the adaptive significance of plasticity. Nanotechnology: Small Matters (panel discussion) Science Center 278 Olivia Hendricks \xe2\x80\x9912, Chemistry, Lisa Jacob \xe2\x80\x9912, Chemistry, Young-Ah Lee \xe2\x80\x9914, Chemistry, and Allison Yee \xe2\x80\x9912, Chemistry and Chinese Language and Literature']"
23,2012,"and Allison Yee ’12, Chemistry and Chinese",Language and Literature,"Advisor: Nolan Flynn, Chemistry","['Because of their size, nanomaterials exhibit many novel properties that make them potentially useful for applications in medicine, materials science, electronics, and alternative energy. Our lab is currently using nanomaterials for several of these applications. We are creating chemically functionalized nanoparticles for both diagnosis and treatment of pancreatic cancer. We are also developing an electrochemically-triggered assembly method of nanoparticles for applications in sensing and information storage. Finally, we are studying the stability of nanoparticle thin films on various substrates, which have utility in biological or chemical sensing. (Research supported by the Beck Fellowship, the Brachman Hoffman Fellowship, the Henry Dreyfus Teacher Scholar Award, Howard Hughes Medical Institute, NSF-REU, the Schiff Fellowship, the Sophomore Early Research Program, and Wellesley College.) Waste Reduction: Ensuring Wellesley\xe2\x80\x99s Pursuit of Sustainability Doesn\xe2\x80\x99t End Up in the Trash (panel discussion) Pendleton Hall East 239 Vanessa Barrera \xe2\x80\x9912, Environmental Studies, Randelle Boots \xe2\x80\x9913, Environmental Studies, Genea Foster \xe2\x80\x9912, Environmental Studies, Melissa Gallant \xe2\x80\x9912, Environmental Studies, Isabella Gambill \xe2\x80\x9912, Environmental Studies, Phoebe Handler \xe2\x80\x9912, Environmental Studies, Dominique Hazzard \xe2\x80\x9912, Environmental Studies, Linda Hsu \xe2\x80\x9913, Environmental Studies, Shilpa Idnani \xe2\x80\x9912, Environmental Studies, Morgan McKinney \xe2\x80\x9912, Political Science, Natalia Ospina \xe2\x80\x9912, Environmental Studies, Pin Pravalprukskul \xe2\x80\x9912, Environmental Studies, Amanda Smith \xe2\x80\x9913, Environmental Studies, Whitney Smith \xe2\x80\x9912, Environmental Studies, Kelli Stephens \xe2\x80\x9912, Spanish and Environmental Studies, Vivienne Tateyuskanskan \xe2\x80\x9912, Environmental Studies, Jessica Vandenberg \xe2\x80\x9912, Environmental Studies and Geosciences, Julie Vining \xe2\x80\x9912, Environmental Studies, Florence Wangui Kamonji \xe2\x80\x9913, Urban Studies and Environmental Studies, Carolyn Whitlock \xe2\x80\x9912, Environmental Studies, Ellen Willis-Norton \xe2\x80\x9912, Environmental Studies and Biological Sciences, and Janna Zimmermann \xe2\x80\x9913, Environmental Studies']"
24,2012,"Biological Sciences, and Janna Zimmermann","’13, Environmental Studies","Advisor: Beth DeSombre, Environmental","['Studies The rise of planned obsolescence and disposable products has exponentially increased waste production in the United States. From 1960 to 2007 alone, the U.S. nearly tripled itsannual municipal solid waste, generating a whopping 4.6 pounds of waste per person per day. With only a 34% recycling rate, most \xe2\x80\x9cwaste\xe2\x80\x9d finds its way to a crowded landfill or contributes to atmospheric pollution through incineration. Come learn where Wellesley College fits in the American waste puzzle as ES300 presents its findings on Wellesley\xe2\x80\x99s waste and disposalpractices. Join the discussion as we recommend what our community can do to rethink and reduce waste. Together, we can begin looking at the contents of our trash cans not as garbage, but as resources in the wrong place. Hacking for the Community: How to Build a System in One Day? (panel discussion) Pendleton Hall East 339 Caroline Gallagher \xe2\x80\x9914, Computer Science, Nora McKinnell \xe2\x80\x9914, Computer Science, Karen Su \xe2\x80\x9914, Media Arts and Sciences, and Kristian Tran \xe2\x80\x9913, Computer Science']"
25,2012,"Su ’14, Media Arts and Sciences, and Kristian","Tran ’13, Computer Science","Advisor: Eniana Mustafaraj, Computer Science","['In Spring 2012, we participated in two hackathons, each stretching over a period of 12 hours, as part of the requirements in a course in which we were enrolled, CS349A The Intelligent Web. Hackathons are intensive programming experiences in which groups of software developers gather together to create technology that helps a community or organization. The most famous of such gatherings, Random Hacks of Kindness (www. rhok.org) has as its tagline the motto: Hack for Humanity, with the mission to build practical open technology to make the world a better place. We decided to apply this motto to the community of Wellesley College and create technology that will allow students to make better informed and more personalized choices about what courses to take, what events to attend, or in what organizations to enroll. In this panel, we will share our hackathon experience and demonstrate the result of our work. (Hackathons were supported by funding of the']"
26,2012,and demonstrate the result of our work.,(Hackathons were supported by funding of the,Norma Wilentz Hess Fellowship to the advisor.),"['Baaing, Strumming, and Vibrating: The Journey of Three Little Mice (panel discussion) Pendleton Hall West 117 Michelle Ferreirae \xe2\x80\x9913, Computer Science, Taili Feng \xe2\x80\x9913, Computer Science, Casey Grote \xe2\x80\x9914, Undeclared, Lara Helm \xe2\x80\x9912, English, Computer Science, Margaret Ligon \xe2\x80\x9913, Computer Science, Heidi Wang \xe2\x80\x9912, Computer Science, and Wendy Xu \xe2\x80\x9913, Media Arts and Sciences']"
27,2012,"Heidi Wang ’12, Computer Science, and Wendy","Xu ’13, Media Arts and Sciences","Advisor: Orit Shaer, Computer Science","['In this session, we discuss three projects built on the Microsoft TouchMouse and presented at a conference as part of the Tangible User Interfaces class. From a white block with a plastic ball in its belly, to a sleek, contoured laser-shooting device, the evolution of the computer mouse has encompassed many exciting turns and challenges. Now, with added touch capabilities, the TouchMouse engaged the creativity and expertise of ten Wellesley CS and MAS students. Applying novel interaction styles, these students used Tangible User Interface principles to transform this everyday device into a cuddly sheep that sparks children\xe2\x80\x99s creativity, a guitar that inspires your inner rock star, and a next-generation communication device that transcends the boundaries of space and distance. Come discover the perils and dangers they faced in their adventures and the knowledge and glories they gained in the international User Interface Software and Technology Student Innovation Contest. Social Sciences Women: Beauty, Power, Work & Politics (short talks) Pendleton Hall West 212 Evaluating Female Engagement Team Effectiveness in Afghanistan Anna Coll \xe2\x80\x9912, International Relations- Political Science']"
28,2012,"Anna Coll ’12, International Relations-",Political Science,"Advisor: Stacie Goddard, Political Science","['Population-centric counterinsurgency theory, advanced by the U.S. military\xe2\x80\x99s 2006 Field Manual 3\xe2\x80\x9324, dictates that U.S. forces must engage local populations to effectively combat insurgencies. Since 2009, the United States has increasingly employed Female Engagement Teams (FETs) in Afghanistan to gain access to the female population. Proponents of the program argue that winning over women is essential for building local confidence and gaining access to information, and in turn suppressing the insurgency. While the FET program is frequently upheld as a proven concept, I argue that this conclusion has been reached simply because the program corresponds with the doctrinal model promoted by FM 3\xe2\x80\x9324. The contribution of the FET program to quelling the insurgency in Afghanistan has not been critically examined, a reflection of the military\xe2\x80\x99s reluctance to test its own assumptions about the utility of population-centric COIN in the country. (Research supported by a Jerome A. Schiff Fellowship.) Can We Do It?: Maternity Leaves and Women\xe2\x80\x99s Labor Market Outcomes Meaghan Maher \xe2\x80\x9912, Economics']"
